age,block,categorization,center,colormap,completionCode,converged,correct,correlation,currentOffsets,distance,education,engagementCorrect,expdistance,gender,generationTime,iterations,prolificId,requestedDistance,responseTime,selection,stimulus,stimulusCorrect,subjectid,trialNum,keep,ciede2000_discriminative_power,hue_discriminative_power,luminance_variation,lab_length,color_name_variation,chromatic_variation
25-34,6,928.453,0.05,Hue-7 with Wave-0,,True,1,0.07,34.38775394734874,0.1575691493664271,bachelor,6,0.15,female,178,3,6643cbd6903cfc9bd5d0be09,0.15,6009,4,72,66,9,,true,139.366,280.193,36.687,353.867,4.419,157.036
25-34,4,382.518,0.14,Hue-3 with Wave-7,,True,1,0.07,54.64442899,0.4066405220435903,bachelor,6,0.3,female,176,3,6643cbd6903cfc9bd5d0be09,0.3,5406,2,37,66,9,,true,150.681,137.598,394.758,379.705,3.953,368.793
25-34,5,472.663,0.14,Hue-3 with Wave-8,,True,1,0.07,54.64442899,0.395988031618471,bachelor,6,0.3,female,637,19,6643cbd6903cfc9bd5d0be09,0.3,5139,1,49,66,9,,true,156.224,127.280,472.397,609.301,6.372,452.714
25-34,2,404.077,0.1,Hue-5 with Wave-0,,True,1,0.07,45.22366053,0.4014799288953249,bachelor,6,0.25,female,583,14,6643cbd6903cfc9bd5d0be09,0.25,9896,3,13,66,9,,true,94.556,195.040,24.885,209.187,2.027,104.219
25-34,6,928.453,0.07,Hue-7 with Wave-0,,True,1,0.07,34.38775395,0.3961734037766617,bachelor,6,0.2,female,181,3,6643cbd6903cfc9bd5d0be09,0.2,4823,4,61,66,9,,true,139.366,280.193,36.687,353.867,4.419,157.036
25-34,3,685.230,0.07,Hue-7 with Wave-2,,True,1,0.07,34.38775395,0.3959871920097312,bachelor,6,0.2,female,261,6,6643cbd6903cfc9bd5d0be09,0.2,4797,4,25,66,9,,true,158.315,283.690,159.414,315.252,3.636,143.428
18-24,1,493.423,0.03,Hue-5 with Wave-2,,True,0,0.07,22.78291481606973,0.103709598856251,high_school,6,0.1,female,200,4,6651e2b211d6c89996be31f2,0.1,20417,1,1,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.1,Hue-5 with Wave-2,,True,0,0.07,22.78291481606973,0.2546902850356523,high_school,6,0.25,female,251,7,6651e2b211d6c89996be31f2,0.25,21121,1,2,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.14,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.2913066050343953,high_school,6,0.3,female,427,12,6651e2b211d6c89996be31f2,0.3,6241,1,3,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.14,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.3065999154761889,high_school,6,0.3,female,219,6,6651e2b211d6c89996be31f2,0.3,3786,4,4,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.07,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.195812705267625,high_school,6,0.2,female,173,4,6651e2b211d6c89996be31f2,0.2,7335,2,5,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.03,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.0914151558601573,high_school,6,0.1,female,103,2,6651e2b211d6c89996be31f2,0.1,4344,1,6,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.165,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.3412448730353561,high_school,6,0.35,female,402,12,6651e2b211d6c89996be31f2,0.35,2542,2,7,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.1,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.2522130445773729,high_school,6,0.25,female,215,6,6651e2b211d6c89996be31f2,0.25,4346,1,8,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.165,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.344349841400069,high_school,6,0.35,female,224,6,6651e2b211d6c89996be31f2,0.35,5498,2,9,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.05,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.1569380717207953,high_school,6,0.15,female,227,6,6651e2b211d6c89996be31f2,0.15,17916,2,10,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.07,Hue-5 with Wave-2,,True,1,0.07,22.78291481606973,0.1993034579847822,high_school,6,0.2,female,131,3,6651e2b211d6c89996be31f2,0.2,3416,4,11,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,1,493.423,0.05,Hue-5 with Wave-2,,True,0,0.07,22.78291481606973,0.146520275644497,high_school,6,0.15,female,90,1,6651e2b211d6c89996be31f2,0.15,11670,1,12,68,10,,true,128.065,202.163,157.558,223.044,2.818,67.798
18-24,2,461.375,0.14,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.3067403537083869,high_school,6,0.3,female,319,9,6651e2b211d6c89996be31f2,0.3,2351,3,14,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.07,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.2044085350721948,high_school,6,0.2,female,645,21,6651e2b211d6c89996be31f2,0.2,2369,3,15,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.05,Hue-5 with Wave-1,,True,0,0.07,22.78291481606973,0.1572642270238565,high_school,6,0.15,female,364,11,6651e2b211d6c89996be31f2,0.15,6962,1,16,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.165,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.3562339397294182,high_school,6,0.35,female,238,7,6651e2b211d6c89996be31f2,0.35,3957,4,17,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.07,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.2042372869289284,high_school,6,0.2,female,120,2,6651e2b211d6c89996be31f2,0.2,4289,4,18,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.1,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.2547867861794096,high_school,6,0.25,female,232,7,6651e2b211d6c89996be31f2,0.25,2640,3,19,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.165,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.3477352405151842,high_school,6,0.35,female,119,2,6651e2b211d6c89996be31f2,0.35,9244,3,20,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.03,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.0942242771761251,high_school,6,0.1,female,176,5,6651e2b211d6c89996be31f2,0.1,6460,3,21,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.1,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.2495720904411002,high_school,6,0.25,female,190,5,6651e2b211d6c89996be31f2,0.25,14310,4,22,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.03,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.0933807588738236,high_school,6,0.1,female,147,3,6651e2b211d6c89996be31f2,0.1,4704,1,23,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,2,461.375,0.05,Hue-5 with Wave-1,,True,1,0.07,22.78291481606973,0.1576061251208217,high_school,6,0.15,female,126,2,6651e2b211d6c89996be31f2,0.15,10895,1,24,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,3,1010.481,0.07,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.2049276417948544,high_school,6,0.2,female,337,10,6651e2b211d6c89996be31f2,0.2,3018,3,26,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.03,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.1057381761486345,high_school,6,0.1,female,108,2,6651e2b211d6c89996be31f2,0.1,17839,4,27,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.05,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.1552294696345655,high_school,6,0.15,female,142,3,6651e2b211d6c89996be31f2,0.15,3490,1,28,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.03,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.0966693426058261,high_school,6,0.1,female,149,3,6651e2b211d6c89996be31f2,0.1,10880,2,29,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.165,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.3553219861039695,high_school,6,0.35,female,665,24,6651e2b211d6c89996be31f2,0.35,5486,3,30,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.1,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.2440230426671347,high_school,6,0.25,female,471,15,6651e2b211d6c89996be31f2,0.25,2162,1,31,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.1,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.245437077526848,high_school,6,0.25,female,347,11,6651e2b211d6c89996be31f2,0.25,5280,2,32,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.14,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.3035739567149872,high_school,6,0.3,female,153,4,6651e2b211d6c89996be31f2,0.3,4189,1,33,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.14,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.3049696631544796,high_school,6,0.3,female,291,9,6651e2b211d6c89996be31f2,0.3,11868,2,34,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.165,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.3433748475715301,high_school,6,0.35,female,367,11,6651e2b211d6c89996be31f2,0.35,2209,2,35,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,3,1010.481,0.05,Hue-7 with Wave-7,,True,1,0.07,46.347861746244575,0.1536316849947178,high_school,6,0.15,female,88,1,6651e2b211d6c89996be31f2,0.15,7176,2,36,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
18-24,4,77.862,0.03,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.0956509160137813,high_school,6,0.1,female,90,1,6651e2b211d6c89996be31f2,0.1,18116,3,38,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.1,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.2577801058219172,high_school,6,0.25,female,91,2,6651e2b211d6c89996be31f2,0.25,2260,4,39,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.165,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.3497547959135425,high_school,6,0.35,female,239,7,6651e2b211d6c89996be31f2,0.35,4082,3,40,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.14,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.3048169536203239,high_school,6,0.3,female,293,9,6651e2b211d6c89996be31f2,0.3,16266,3,41,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.05,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.1557720542366725,high_school,6,0.15,female,271,8,6651e2b211d6c89996be31f2,0.15,11375,4,42,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.03,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.0906864888689632,high_school,6,0.1,female,162,4,6651e2b211d6c89996be31f2,0.1,4144,1,43,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.05,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.1585661755733595,high_school,6,0.15,female,91,1,6651e2b211d6c89996be31f2,0.15,6154,3,44,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.165,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.3411694763882633,high_school,6,0.35,female,322,10,6651e2b211d6c89996be31f2,0.35,4220,2,45,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.1,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.25016100760242,high_school,6,0.25,female,162,4,6651e2b211d6c89996be31f2,0.25,4425,1,46,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.07,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.2034652475357082,high_school,6,0.2,female,306,9,6651e2b211d6c89996be31f2,0.2,4960,3,47,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,4,77.862,0.14,Hue-3 with Wave-7,,True,1,0.07,13.064967367747894,0.2952140064683592,high_school,6,0.3,female,102,2,6651e2b211d6c89996be31f2,0.3,2252,1,48,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,5,240.078,0.07,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.192200056530829,high_school,6,0.2,female,307,9,6651e2b211d6c89996be31f2,0.2,2624,1,50,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.03,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.1018722887233866,high_school,6,0.1,female,90,1,6651e2b211d6c89996be31f2,0.1,6545,1,51,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.03,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.1072838923587966,high_school,6,0.1,female,135,3,6651e2b211d6c89996be31f2,0.1,6319,2,52,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.14,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.3059711929569486,high_school,6,0.3,female,135,3,6651e2b211d6c89996be31f2,0.3,2168,1,53,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.07,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.2084726469678179,high_school,6,0.2,female,79,1,6651e2b211d6c89996be31f2,0.2,4323,4,54,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.14,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.2940837865437851,high_school,6,0.3,female,708,24,6651e2b211d6c89996be31f2,0.3,3582,3,55,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.05,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.1495953649072086,high_school,6,0.15,female,79,1,6651e2b211d6c89996be31f2,0.15,2766,2,56,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.1,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.2520662726336187,high_school,6,0.25,female,344,11,6651e2b211d6c89996be31f2,0.25,3012,3,57,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.05,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.1480338256707836,high_school,6,0.15,female,195,5,6651e2b211d6c89996be31f2,0.15,3942,4,58,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.165,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.3437104695142661,high_school,6,0.35,female,145,3,6651e2b211d6c89996be31f2,0.35,1907,4,59,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,5,240.078,0.1,Hue-3 with Wave-5,,True,1,0.07,13.064967367747894,0.246285675265534,high_school,6,0.25,female,140,3,6651e2b211d6c89996be31f2,0.25,2321,3,60,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,6,720.194,0.03,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.0941786159824422,high_school,6,0.1,female,88,1,6651e2b211d6c89996be31f2,0.1,5322,1,62,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.05,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.1427271469502701,high_school,6,0.15,female,231,7,6651e2b211d6c89996be31f2,0.15,2614,1,63,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.03,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.1097963288989198,high_school,6,0.1,female,84,1,6651e2b211d6c89996be31f2,0.1,8585,4,64,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.1,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.2401178766676185,high_school,6,0.25,female,695,24,6651e2b211d6c89996be31f2,0.25,2321,3,65,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.165,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.3569613440156781,high_school,6,0.35,female,680,22,6651e2b211d6c89996be31f2,0.35,2240,4,66,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.07,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.19815184718581,high_school,6,0.2,female,114,2,6651e2b211d6c89996be31f2,0.2,6241,3,67,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.05,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.1432788773349911,high_school,6,0.15,female,127,3,6651e2b211d6c89996be31f2,0.15,9052,2,68,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.07,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.1959635620473634,high_school,6,0.2,female,103,2,6651e2b211d6c89996be31f2,0.2,10830,2,69,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.14,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.303929659079971,high_school,6,0.3,female,176,5,6651e2b211d6c89996be31f2,0.3,1877,2,70,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.165,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.3415409249569116,high_school,6,0.35,female,410,13,6651e2b211d6c89996be31f2,0.35,1670,2,71,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,6,720.194,0.1,Hue-7 with Wave-3,,True,1,0.07,46.347861746244575,0.2413148660097418,high_school,6,0.25,female,247,7,6651e2b211d6c89996be31f2,0.25,13830,4,72,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,5,240.078,0.165,Hue-3 with Wave-5,,True,1,0.07,13.06496737,0.4088195249423918,high_school,6,0.35,female,802,28,6651e2b211d6c89996be31f2,0.35,2953,1,49,68,10,,true,142.501,114.789,367.132,324.059,3.176,244.146
18-24,4,77.862,0.07,Hue-3 with Wave-7,,True,1,0.07,13.06496737,0.395575753907928,high_school,6,0.2,female,379,12,6651e2b211d6c89996be31f2,0.2,4680,4,37,68,10,,true,156.753,125.654,487.958,325.022,3.369,336.914
18-24,2,461.375,0.14,Hue-5 with Wave-1,,True,1,0.07,22.78291482,0.3965479020188528,high_school,6,0.3,female,413,13,6651e2b211d6c89996be31f2,0.3,7855,1,13,68,10,,true,106.796,200.348,80.011,200.406,2.103,94.401
18-24,6,720.194,0.14,Hue-7 with Wave-3,,True,1,0.07,46.34786175,0.3953604470573399,high_school,6,0.3,female,657,21,6651e2b211d6c89996be31f2,0.3,4243,1,61,68,10,,true,163.272,282.420,217.615,298.724,4.617,149.892
18-24,3,1010.481,0.07,Hue-7 with Wave-7,,True,1,0.07,46.34786175,0.3933669739234776,high_school,6,0.2,female,250,8,6651e2b211d6c89996be31f2,0.2,4822,3,25,68,10,,true,200.853,287.809,497.666,397.393,5.203,363.313
65+,1,460.643,0.165,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.3541517137598187,master,6,0.35,female,160,6,667c6739907eb124d6f25e83,0.35,7935,2,1,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.1,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.2471549303325227,master,6,0.25,female,143,7,667c6739907eb124d6f25e83,0.25,3607,2,2,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.03,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.0974813071829167,master,6,0.1,female,83,3,667c6739907eb124d6f25e83,0.1,27551,4,3,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.03,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.1037572011537908,master,6,0.1,female,125,6,667c6739907eb124d6f25e83,0.1,21047,3,4,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.14,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.3075844450955814,master,6,0.3,female,179,10,667c6739907eb124d6f25e83,0.3,6031,2,5,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.05,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.1496762780361289,master,6,0.15,female,178,11,667c6739907eb124d6f25e83,0.15,10865,3,6,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.05,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.1454194548212792,master,6,0.15,female,53,1,667c6739907eb124d6f25e83,0.15,7358,1,7,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.165,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.3551152853602027,master,6,0.35,female,112,5,667c6739907eb124d6f25e83,0.35,10329,3,8,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.07,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.1984135008859654,master,6,0.2,female,112,5,667c6739907eb124d6f25e83,0.2,6825,4,9,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.07,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.1924524296369764,master,6,0.2,female,61,2,667c6739907eb124d6f25e83,0.2,13644,3,10,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.14,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.3034168051533579,master,6,0.3,female,115,6,667c6739907eb124d6f25e83,0.3,5748,3,11,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,1,460.643,0.1,Hue-5 with Wave-3,,True,1,0.07,16.449498504831407,0.2448934983861962,master,6,0.25,female,92,4,667c6739907eb124d6f25e83,0.25,7634,3,12,68,11,,true,147.299,207.038,230.245,293.305,3.107,143.789
65+,2,1179.669,0.05,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.1406199954495482,master,6,0.15,female,136,7,667c6739907eb124d6f25e83,0.15,14227,2,14,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.03,Hue-7 with Wave-9,,True,0,0.07,24.19482818975082,0.0963405642823303,master,6,0.1,female,62,2,667c6739907eb124d6f25e83,0.1,55218,4,15,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.07,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.2087754565218942,master,6,0.2,female,53,1,667c6739907eb124d6f25e83,0.2,6743,1,16,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.1,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.248582485492018,master,6,0.25,female,203,11,667c6739907eb124d6f25e83,0.25,8103,1,17,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.07,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.2015246181716752,master,6,0.2,female,55,1,667c6739907eb124d6f25e83,0.2,7741,4,18,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.14,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.2980786254227466,master,6,0.3,female,88,4,667c6739907eb124d6f25e83,0.3,3299,4,19,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.165,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.3457665704181163,master,6,0.35,female,151,8,667c6739907eb124d6f25e83,0.35,4579,3,20,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.1,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.2551071388674894,master,6,0.25,female,241,14,667c6739907eb124d6f25e83,0.25,5502,1,21,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.165,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.3575224565549413,master,6,0.35,female,190,10,667c6739907eb124d6f25e83,0.35,11001,1,22,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.14,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.3019093789140065,master,6,0.3,female,213,11,667c6739907eb124d6f25e83,0.3,8942,1,23,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,2,1179.669,0.03,Hue-7 with Wave-9,,True,1,0.07,24.19482818975082,0.1007142821127979,master,6,0.1,female,116,5,667c6739907eb124d6f25e83,0.1,9379,4,24,68,11,,true,208.974,301.007,632.171,378.940,5.205,379.975
65+,3,735.602,0.03,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.1070534740091804,master,6,0.1,female,126,6,667c6739907eb124d6f25e83,0.1,11460,1,26,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
65+,3,735.602,0.07,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.1971937998864555,master,6,0.2,female,197,12,667c6739907eb124d6f25e83,0.2,6436,2,27,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
65+,3,735.602,0.07,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.2020523738812212,master,6,0.2,female,57,1,667c6739907eb124d6f25e83,0.2,5673,3,28,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
65+,3,735.602,0.165,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.3443735255383123,master,6,0.35,female,46,1,667c6739907eb124d6f25e83,0.35,4250,4,29,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
65+,3,735.602,0.05,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.1494335763406,master,6,0.15,female,135,8,667c6739907eb124d6f25e83,0.15,30970,2,30,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
65+,3,735.602,0.03,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.1000343752200527,master,6,0.1,female,49,1,667c6739907eb124d6f25e83,0.1,9205,3,31,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
65+,3,735.602,0.14,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.2950754580025778,master,6,0.3,female,327,20,667c6739907eb124d6f25e83,0.3,7645,4,32,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
65+,3,735.602,0.1,Hue-7 with Wave-4,,True,1,0.07,24.19482818975082,0.2524377467087873,master,6,0.25,female,59,2,667c6739907eb124d6f25e83,0.25,2858,4,33,68,11,,true,178.522,285.406,310.440,415.003,5.888,157.816
